Season,Week,Victim Team,Victim,SR0,SR1,DUR,Type,Offender Team,Offender,BRU,Bounty
3,2,Toymasters,Mo Foul,55,,62,KILLED,Budget Roadies,Henni Duplex,73,
3,2,Budget Roadies,Christa Lemonade,66,70,64,INJURED,Toymasters,Dave Caustic,74,
3,2,Shady Palms,Crystal Temple-Meads,70,,44,KILLED,Fire Chefs,Isla Monotheism,91,
3,2,Blood Pit Bouncers,Kojak Mysteron,83,69,19,INJURED,Urrgmelonflex,Braendig Gladwin,68,
3,2,Grunt Auto Gruppe,Georgie Cones,75,69,61,INJURED,Bulldozer Power,Steve Morrey,67,
3,2,Grunt Auto Gruppe,Cherri Margarita,75,78,61,INJURED,Bulldozer Power,Steve Morrey,76,
3,2,LingoBlend Allstars,Flora Dope,83,57,36,INJURED,Sweaty Marsupials,Candy Wick,55,
3,2,LingoBlend Allstars,Shade Darkcave,60,51,44,INJURED,Sweaty Marsupials,Fritz Beermat,53,
3,2,LingoBlend Allstars,Todd Baubles,60,64,58,INJURED,Sweaty Marsupials,Fritz Beermat,63,
3,2,Sweaty Marsupials,Candy Wick,40,63,45,INJURED,LingoBlend Allstars,Hack Murphy,61,
3,2,Steggonauts,Michael Poems,64,54,41,INJURED,Cheerio Inc,Robert Fondle,53,
3,2,Cheerio Inc,Robert Fondle,80,66,63,INJURED,Steggonauts,Benny Cheese,65,
3,2,Cheerio Inc,Troy Oktoberfest,85,75,73,INJURED,Steggonauts,David Onions,75,
3,2,Sportsball Union,Mervyn Pinerider,52,63,59,INJURED,Red Star Pathfinders,Horace Diamonds,62,
3,2,Eduslum Marching Band,Kit Katz,74,59,72,INJURED,Wretched Minstrels,Ben Radical,58,
3,2,Wretched Minstrels,Ben Radical,78,72,78,INJURED,Eduslum Marching Band,Anna Linguistic,70,
3,2,Wretched Minstrels,Percival Hatred,66,90,22,INJURED,Eduslum Marching Band,Linn Mephisto,90,
3,2,Wretched Minstrels,Pitbull Jones,66,74,50,SEASON ENDING INJURY,Eduslum Marching Band,Linn Mephisto,69,
3,3,Beekeepers,Dirty Woods,34,67,41,INJURED,Bumson Medics,Martin Jackhammer,67,
3,3,Wizard Hole Wizards,Nova Wild,72,52,54,INJURED,Vuvu Boys,Brandon Peril,52,
3,3,Vuvu Boys,Evan Doublehair,79,82,48,INJURED,Wizard Hole Wizards,Brad Adidas,80,
3,3,Wizard Hole Wizards,Barry Turnips,68,74,67,INJURED,Vuvu Boys,Horsten Saltblock,74,BOUNTY COLLECTED
3,3,Vuvu Boys,Horsten Saltblock,79,67,74,INJURED,Wizard Hole Wizards,Mokka Badsun,66,
3,3,Ov City Axemen,Wanda Bluepill,68,74,62,INJURED,Volcamoose Saints,Mary Ruthless,70,
3,3,Toymasters,Dave Caustic,76,83,69,INJURED,Budget Roadies,Drew Actionclump,82,
3,3,Picks Creek Miners,Stentorian Pizzabox,51,70,36,INJURED,Peninsula Transport,Ben Turncoat,70,
3,3,Peninsula Transport,Klepp Bossmang,49,75,39,INJURED,Picks Creek Miners,John Splinter,74,
3,3,Steggonauts,Michael Poems,69,59,41,INJURED,Cheerio Inc,Alan Twerp,58,
3,3,Bulldozer Power,Ed Big-Mother,86,70,64,INJURED,Grunt Auto Gruppe,Cherri Margarita,70,
3,3,Bulldozer Power,Ron Bongos,65,72,46,INJURED,Grunt Auto Gruppe,Tyger Styles,71,
3,3,Grunt Auto Gruppe,Cherri Margarita,75,74,61,INJURED,Bulldozer Power,Steve Morrey,73,
3,3,Failurewood Hills,Emanuel Weather-Cone,82,76,63,INJURED,Bongolia Sea Raiders,Hunter Marigold,75,
3,3,Stardozer HR,Painful Grinding,80,67,67,INJURED,Grazer Ridge,Santino Bananas,66,
3,3,Shady Palms,Polly Babylon,48,64,34,INJURED,Fire Chefs,Kim Freightmaster,62,
3,3,Wretched Minstrels,Professor Fetom,92,68,58,INJURED,Eduslum Marching Band,Kit Katz,67,
3,3,Wretched Minstrels,Bonky Rhino,92,77,57,INJURED,Eduslum Marching Band,Kit Katz,75,
3,3,Eduslum Marching Band,Bob Roquefort,44,65,39,INJURED,Wretched Minstrels,Oscar Cattle-Prod,63,
3,3,Wretched Minstrels,Chonk Olympics,78,74,72,INJURED,Eduslum Marching Band,Anna Linguistic,73,
3,3,Eduslum Marching Band,Anna Linguistic,53,72,58,SEASON ENDING INJURY,Wretched Minstrels,Helga Jumpjet,70,
3,3,LingoBlend Allstars,Warren Frag,72,84,68,INJURED,Sweaty Marsupials,Krag Franklin,80,
3,4,Sportsball Union,Mervyn Pinerider,54,55,47,SEASON ENDING INJURY,Picks Creek Miners,Pamela Mustard,60,
3,4,Ov City Axemen,Buttercup Gunns,71,86,51,INJURED,Failurewood Hills,Johan Tremendous,85,BOUNTY COLLECTED
3,4,Failurewood Hills,Desmond Eyeliner,51,77,35,INJURED,Ov City Axemen,Shandy Worthless,76,
3,4,Wretched Minstrels,Chonk Olympics,71,73,72,INJURED,Beekeepers,Len Styrofoam,72,
3,4,Wretched Minstrels,Helga Jumpjet,67,62,65,INJURED,Beekeepers,Hippy Impact,60,
3,4,Eduslum Marching Band,Bautista Cranium,68,71,51,INJURED,Vuvu Boys,Horsten Saltblock,70,
3,4,Bongolia Sea Raiders,Paul Tribunal,70,63,57,INJURED,Steggonauts,David Onions,61,
3,4,Cheerio Inc,Myra Sacrifice,37,89,20,INJURED,Shady Palms,Tintin Hollywood,87,
3,4,Kernal Space Agency,Jeff Conservative,55,58,30,SEASON ENDING INJURY,Budget Roadies,Capsicum Disco,56,
3,4,Kernal Space Agency,Tongo Coriander,76,68,37,INJURED,Budget Roadies,Clamorous Thrapple,69,
3,4,Toymasters,Pip Strobelight,76,70,46,INJURED,Fire Chefs,Isla Monotheism,69,
3,4,Fire Chefs,Poster Roy,59,,38,KILLED,Toymasters,Justin Underworld,43,
3,4,Wizard Hole Wizards,Fink Conduct,44,75,41,INJURED,Nomads,Bird Dogg,72,
3,4,Nomads,Kim Selecta,55,75,38,INJURED,Wizard Hole Wizards,Eddie Progribniak,75,
3,4,Wizard Hole Wizards,Barry Turnips,74,78,66,INJURED,Nomads,Razzad Fowler,79,BOUNTY COLLECTED
3,4,Nomads,Flinty Wimple,67,66,49,INJURED,Wizard Hole Wizards,Mokka Badsun,64,
3,4,LingoBlend Allstars,Jenny J Sonar,73,54,55,INJURED,Stardozer HR,John Baritone,53,
3,4,Urrgmelonflex,Anne-Marie Tidal-Poole,75,58,34,INJURED,Port Miggins Pirates,Jerry Surge,56,
3,4,Sweaty Marsupials,Krag Franklin,91,70,85,INJURED,Blood Pit Bouncers,Fred Singularity,68,
3,4,Sweaty Marsupials,Ruthie Spasms,91,73,67,INJURED,Blood Pit Bouncers,Fred Singularity,72,
3,4,Blood Pit Bouncers,Ramiro Pleasuredome,83,80,60,INJURED,Sweaty Marsupials,Candy Wick,80,
3,4,Blood Pit Bouncers,Hermione Crumplezone,83,60,76,INJURED,Sweaty Marsupials,Candy Wick,58,
3,4,Bulldozer Power,Quebec Spire,75,68,74,SEASON ENDING INJURY,Volcamoose Saints,Erlan Dickburg,66,
3,4,Red Star Pathfinders,Horace Diamonds,80,61,49,INJURED,Grazer Ridge,Santino Bananas,59,
3,4,Red Star Pathfinders,Clive Goalmouth,65,66,64,INJURED,Grazer Ridge,Dick Minor,65,
3,4,Bumson Medics,Rorke Justice,86,57,34,INJURED,Grunt Auto Gruppe,Cherri Margarita,56,
3,4,Bumson Medics,Bandit Joe,58,73,0,INJURED,Grunt Auto Gruppe,Harriet Reflux,73,
3,4,Bumson Medics,Bambi Severe,64,66,66,INJURED,Grunt Auto Gruppe,Sue Humpin,65,
3,4,Sunshine Funbus,Antonio Rojas,36,68,39,INJURED,Peninsula Transport,Hank Fungible,67,
3,5,Grunt Auto Gruppe,Cherri Margarita,60,73,60,INJURED,Volcamoose Saints,Chris Biscuit,71,
3,5,Wizard Hole Wizards,Trip Hogwash,80,59,70,INJURED,Shady Palms,Jovial Impairment,57,
3,5,Wizard Hole Wizards,Nova Wild,81,50,53,INJURED,Shady Palms,Bork Tesla,48,
3,5,Shady Palms,Jovial Impairment,75,64,48,INJURED,Wizard Hole Wizards,Barry Turnips,62,
3,5,Wizard Hole Wizards,Fink Conduct,93,73,41,INJURED,Shady Palms,JJJ Schweitzer,72,
3,5,Shady Palms,Herman Direwolf,68,62,56,INJURED,Wizard Hole Wizards,Whomping Willow,61,
3,5,Budget Roadies,Drew Actionclump,63,93,30,INJURED,Fire Chefs,Tobin Jocular,92,
3,5,Budget Roadies,Viscount Heat,63,65,55,INJURED,Fire Chefs,Tobin Jocular,64,
3,5,Fire Chefs,Kim Freightmaster,58,84,39,INJURED,Budget Roadies,Henk Vengeance,82,
3,5,Nomads,Olivia Chaka-Khan,100,65,44,INJURED,Peninsula Transport,Wendi Drugs,63,
3,5,Picks Creek Miners,Stentorian Pizzabox,70,70,49,INJURED,Kernal Space Agency,Charlie Choo Choo,69,
3,5,Urrgmelonflex,Gail Scarlet-Roid,66,54,39,INJURED,Sportsball Union,Rafael Zeppelin,62,
3,5,Wretched Minstrels,Chonk Olympics,80,72,72,INJURED,Grazer Ridge,Santino Bananas,71,
3,5,Sweaty Marsupials,Candy Wick,70,65,45,INJURED,Bumson Medics,Coughs Zerma,63,
3,5,Toymasters,Seedy Sea,92,62,75,INJURED,Eduslum Marching Band,Kit Katz,60,
3,5,Toymasters,Pablo Elastaplast,90,65,64,INJURED,Eduslum Marching Band,Gus Hitman Resume,63,
3,5,Cheerio Inc,Myra Sacrifice,74,87,20,INJURED,Bongolia Sea Raiders,Mr Smithers,84,
3,5,Vuvu Boys,Stabby Pete,79,73,56,INJURED,Failurewood Hills,Lancelot Bonanza,72,
3,5,Bulldozer Power,Surgeon General,67,61,52,INJURED,Steggonauts,Benny Cheese,65,
3,5,Bulldozer Power,Ron Bongos,70,78,43,INJURED,Steggonauts,Larry Splendid,77,
3,5,Bulldozer Power,Claudia Dystopia,62,59,50,INJURED,Steggonauts,Barry Science,57,
3,5,Bulldozer Power,Julius Hardware,49,61,36,INJURED,Steggonauts,Saul Mastif,59,
3,5,Ov City Axemen,Chubs Beaver,52,72,31,INJURED,Red Star Pathfinders,Horace Diamonds,71,
3,5,Ov City Axemen,Buttercup Gunns,52,75,36,INJURED,Red Star Pathfinders,Horace Diamonds,80,BOUNTY COLLECTED
3,5,Red Star Pathfinders,Clive Goalmouth,86,74,64,INJURED,Ov City Axemen,Tarquin Bangfish,72,
3,6,Toymasters,Benny Sausages,100,67,60,INJURED,Peninsula Transport,Wendi Drugs,66,
3,6,Toymasters,Pablo Elastaplast,79,69,63,INJURED,Peninsula Transport,Eddie Brazil,68,
3,6,Urrgmelonflex,Omar Pellegrino,70,70,35,INJURED,Steggonauts,David Onions,70,
3,6,Blood Pit Bouncers,Glenda Bastard,67,82,70,INJURED,Cheerio Inc,Sanguine Pangs,80,
3,6,Cheerio Inc,Troy Oktoberfest,91,77,73,INJURED,Blood Pit Bouncers,Fred Singularity,75,
3,6,Failurewood Hills,Lancelot Bonanza,82,,64,KILLED,Kernal Space Agency,K C Jones,71,
3,6,Eduslum Marching Band,Tarquin Bangfish,70,75,76,INJURED,Port Miggins Pirates,Mikey Pwertoolz,69,
3,6,Eduslum Marching Band,Roughstuff Smith,74,70,19,INJURED,Port Miggins Pirates,Doug Conglomerate,69,
3,6,Beekeepers,Hippy Impact,73,78,76,INJURED,Volcamoose Saints,Willy Fanfest,77,
3,6,Beekeepers,Daxxter Hijack,63,70,41,INJURED,Volcamoose Saints,Erlan Dickburg,70,
3,6,Volcamoose Saints,Saint Crabthorn,82,65,29,INJURED,Beekeepers,Minnie Sabotage,64,
3,6,Beekeepers,Hank Massive,75,64,61,INJURED,Volcamoose Saints,Chris Biscuit,63,
3,6,Volcamoose Saints,Erlan Dickburg,71,81,68,INJURED,Beekeepers,Len Styrofoam,78,
3,6,Beekeepers,Celia Parole,73,70,67,INJURED,Volcamoose Saints,Willy Fanfest,63,
3,6,Stardozer HR,Donut Crazy,92,83,33,INJURED,Vuvu Boys,Evan Doublehair,82,
3,6,Shady Palms,Bork Tesla,86,66,54,INJURED,Grunt Auto Gruppe,Cherri Margarita,64,
3,6,Grunt Auto Gruppe,Bingo Hazmat,73,85,61,INJURED,Shady Palms,Royston Arkansas,83,
3,6,Shady Palms,Royston Arkansas,65,61,46,SEASON ENDING INJURY,Grunt Auto Gruppe,Tyger Styles,59,
3,6,Picks Creek Miners,Whiskers Camembert,55,71,21,INJURED,Budget Roadies,Capsicum Disco,69,
3,6,Wizard Hole Wizards,Tonya Spangle,80,55,65,INJURED,Grazer Ridge,Santino Bananas,54,
3,6,Sportsball Union,Jackson Clowncar,83,105,50,INJURED,Sweaty Marsupials,Candy Wick,103,
3,6,Sweaty Marsupials,Candy Wick,86,60,13,INJURED,Sportsball Union,Java Tea,61,
3,6,Wretched Minstrels,Ben Radical,79,70,78,INJURED,Nomads,Herr Bear,68,
3,6,Wretched Minstrels,Professor Fetom,72,72,57,INJURED,Nomads,Egon Sanction,70,
3,6,Wretched Minstrels,Helga Jumpjet,76,60,65,INJURED,Nomads,Crotch Dangleflag,59,
3,6,Fire Chefs,Bruce Kapok,71,,56,KILLED,Bulldozer Power,Ron Bongos,96,
3,6,Fire Chefs,Isla Monotheism,75,64,42,INJURED,Bulldozer Power,Steve Morrey,65,BOUNTY COLLECTED
3,6,Bulldozer Power,Judy Conspiracy,78,64,35,INJURED,Fire Chefs,Percy Riots,61,
3,6,Bulldozer Power,Stuntworth Friendly,63,,61,KILLED,Fire Chefs,Percy Riots,78,
3,7,Grunt Auto Gruppe,Tyger Styles,63,91,45,INJURED,Ov City Axemen,Shandy Worthless,90,
3,7,Ov City Axemen,Trellis Cosmic,86,70,81,INJURED,Grunt Auto Gruppe,Cherri Margarita,66,
3,7,Red Star Pathfinders,Papal Event-Horizon,53,53,33,INJURED,Steggonauts,Constance Frenzy,51,
3,7,Red Star Pathfinders,Tandy Appleseed,102,79,63,INJURED,Steggonauts,Furious Spongbath,77,
3,7,Red Star Pathfinders,Thor Haystacks,62,59,36,INJURED,Steggonauts,Barry Science,58,
3,7,Eduslum Marching Band,Tarquin Bangfish,77,70,62,INJURED,Wizard Hole Wizards,Tonya Spangle,69,
3,7,Eduslum Marching Band,Bautista Cranium,79,74,51,INJURED,Wizard Hole Wizards,Mokka Badsun,72,
3,7,Budget Roadies,Christa Lemonade,81,70,76,INJURED,Shady Palms,Bork Tesla,69,
3,7,Shady Palms,Polly Babylon,55,62,34,INJURED,Budget Roadies,Capsicum Disco,61,
3,7,Budget Roadies,Henni Duplex,70,,54,KILLED,Shady Palms,JJJ Schweitzer,93,
3,7,Budget Roadies,Viscount Heat,80,64,54,INJURED,Shady Palms,Jovial Impairment,63,
3,7,Shady Palms,Spack Freely,66,72,73,INJURED,Budget Roadies,Drew Actionclump,69,
3,7,Budget Roadies,Drew Actionclump,60,96,30,INJURED,Shady Palms,Sinbad Contract,95,
3,7,Nomads,Crotch Dangleflag,79,59,61,INJURED,Picks Creek Miners,Rosemary Busted,58,
3,7,Nomads,Herr Bear,79,67,59,INJURED,Picks Creek Miners,Rosemary Busted,66,
3,7,Beekeepers,Daxxter Hijack,76,68,53,INJURED,LingoBlend Allstars,Warren Frag,65,
3,7,Beekeepers,Bola Introvert,76,63,29,INJURED,LingoBlend Allstars,Warren Frag,61,
3,7,LingoBlend Allstars,Hack Murphy,67,75,46,INJURED,Beekeepers,Hippy Impact,74,
3,7,Beekeepers,Mickal Pickle,93,61,46,INJURED,LingoBlend Allstars,Ulysses Failure,60,
3,7,Kernal Space Agency,Tongo Coriander,85,71,58,INJURED,Stardozer HR,Beelzebub Fastidious,69,
3,7,Sunshine Funbus,Saturn Mist,75,67,69,INJURED,Urrgmelonflex,Gail Scarlet-Roid,66,
3,7,Sunshine Funbus,Beaman Hurricane,52,62,24,INJURED,Urrgmelonflex,Flapjack Nope,62,
3,7,Toymasters,Justin Underworld,70,85,39,INJURED,Bongolia Sea Raiders,Rudy Capslock,84,
3,7,Toymasters,Dave Caustic,65,78,69,INJURED,Bongolia Sea Raiders,Zoltan Zoltan,75,
3,7,Fire Chefs,Bessie Grapeshot,100,67,47,INJURED,Peninsula Transport,Wendi Drugs,66,
3,7,Fire Chefs,Mindy Bleach,100,70,57,INJURED,Peninsula Transport,Wendi Drugs,68,
3,7,Vuvu Boys,Bertha Raccoon,96,75,67,INJURED,Bulldozer Power,Ron Bongos,73,
3,7,Wretched Minstrels,Bonky Rhino,75,71,57,SEASON ENDING INJURY,Volcamoose Saints,Erlan Dickburg,69,
3,7,Wretched Minstrels,Gillian Voidmonkey,75,67,66,INJURED,Volcamoose Saints,Erlan Dickburg,65,
3,8,Peninsula Transport,Klepp Bossmang,84,74,39,INJURED,Cheerio Inc,Donna Baps,73,
3,8,Volcamoose Saints,Saint Crabthorn,54,64,29,INJURED,Blood Pit Bouncers,Frank Trombone,63,
3,8,Volcamoose Saints,Cogent Wang,91,62,51,INJURED,Blood Pit Bouncers,Fred Singularity,62,
3,8,Picks Creek Miners,Claudia Dystopia,50,57,50,INJURED,Vuvu Boys,Bertha Raccoon,55,
3,8,Sunshine Funbus,Antonio Rojas,44,56,39,INJURED,Wretched Minstrels,Percival Hatred,55,
3,8,Sunshine Funbus,Fritz Beermat,57,58,67,INJURED,Wretched Minstrels,Professor Fetom,58,
3,8,Sunshine Funbus,Beaman Hurricane,45,57,43,INJURED,Wretched Minstrels,Chonk Olympics,54,
3,8,Port Miggins Pirates,Jerry Surge,71,57,63,INJURED,Failurewood Hills,Johan Tremendous,56,
3,8,Failurewood Hills,Butterfly Porkchop,62,,56,KILLED,Port Miggins Pirates,Kiki Tyrant,87,
3,8,Failurewood Hills,Kirk McTwist,70,59,75,INJURED,Port Miggins Pirates,Mikey Pwertoolz,56,
3,8,Failurewood Hills,Emanuel Weather-Cone,70,75,63,INJURED,Port Miggins Pirates,Mikey Pwertoolz,74,
3,8,Sweaty Marsupials,Tipsy Jack,88,57,52,INJURED,Grunt Auto Gruppe,Georgie Cones,55,
3,8,Sweaty Marsupials,Helga Jumpjet,64,64,65,INJURED,Grunt Auto Gruppe,Sue Humpin,63,
3,8,Grunt Auto Gruppe,Harriet Reflux,72,65,61,INJURED,Sweaty Marsupials,Krag Franklin,63,
3,8,Bongolia Sea Raiders,Ziggy Whippet,77,74,37,INJURED,Shady Palms,Polly Babylon,71,
3,8,Shady Palms,Polly Babylon,75,69,34,INJURED,Bongolia Sea Raiders,Jendrich Grippy,67,
3,8,Bumson Medics,Bandit Joe,70,64,15,INJURED,Steggonauts,David Onions,62,
3,8,Bumson Medics,Coughs Zerma,70,74,61,INJURED,Steggonauts,David Onions,71,
3,8,Urrgmelonflex,Gail Scarlet-Roid,75,57,56,INJURED,Wizard Hole Wizards,Barry Turnips,57,
3,8,Urrgmelonflex,Braendig Gladwin,79,79,50,INJURED,Wizard Hole Wizards,Mokka Badsun,77,
3,8,Urrgmelonflex,Bradley Coma,79,42,51,INJURED,Wizard Hole Wizards,Mokka Badsun,41,
3,8,Beekeepers,Bola Introvert,59,,29,KILLED,Budget Roadies,Capsicum Disco,55,
3,8,Budget Roadies,Fenella ValuePack,82,63,39,INJURED,Beekeepers,Minnie Sabotage,62,
3,8,Budget Roadies,Drew Actionclump,64,98,33,INJURED,Beekeepers,Hank Massive,97,
3,8,Beekeepers,Rolf Henchucker,69,65,54,INJURED,Budget Roadies,Capsicum Disco,64,
3,8,Stardozer HR,Ostentacious Smack,68,75,62,INJURED,Ov City Axemen,Wanda Bluepill,73,
3,8,LingoBlend Allstars,Zimski Tabulate,90,59,66,INJURED,Eduslum Marching Band,Gus Hitman Resume,57,
3,9,Urrgmelonflex,Chicken Druid,68,66,60,INJURED,Ov City Axemen,Wanda Bluepill,64,
3,9,Peninsula Transport,Cordelia Benzedrine,79,77,51,INJURED,Wizard Hole Wizards,Mokka Badsun,76,
3,9,Wizard Hole Wizards,Fink Conduct,72,,41,KILLED,Peninsula Transport,Trayce Attitude,52,
3,9,Wizard Hole Wizards,Tonya Spangle,80,53,64,INJURED,Peninsula Transport,Diego ASMR,52,
3,9,Peninsula Transport,MC Kaiser Extreme,75,67,62,INJURED,Wizard Hole Wizards,Barry Turnips,65,
3,9,Cheerio Inc,Myra Sacrifice,82,84,20,INJURED,Beekeepers,Minnie Sabotage,83,
3,9,Stardozer HR,Randall Frippery,55,69,42,INJURED,Budget Roadies,Capsicum Disco,67,
3,9,Sweaty Marsupials,Jossy Clickbait,62,64,51,INJURED,Wretched Minstrels,Ryan McNiece,63,
3,9,Nomads,Kim Selecta,94,78,38,INJURED,Bongolia Sea Raiders,Hunter Marigold,76,
3,9,Bongolia Sea Raiders,Hunter Marigold,64,,54,KILLED,Nomads,Herr Bear,79,
3,9,Nomads,Herr Bear,58,70,59,INJURED,Bongolia Sea Raiders,Vera Contagion,69,
3,9,Grunt Auto Gruppe,Harriet Reflux,72,63,60,INJURED,Port Miggins Pirates,Big Rod McGurk,62,
3,9,Grunt Auto Gruppe,Sue Humpin,70,63,56,INJURED,Port Miggins Pirates,Mikey Pwertoolz,62,
3,9,Grunt Auto Gruppe,Karin Hair,75,73,55,INJURED,Port Miggins Pirates,Jerry Surge,72,
3,9,Port Miggins Pirates,Doug Conglomerate,77,80,60,INJURED,Grunt Auto Gruppe,Carl Detonator,77,
3,9,Grunt Auto Gruppe,Tyger Styles,70,85,45,INJURED,Port Miggins Pirates,Mikey Pwertoolz,84,
3,9,Port Miggins Pirates,Arbogast Flares,88,69,38,INJURED,Grunt Auto Gruppe,Georgie Cones,67,
3,9,Port Miggins Pirates,Arnie Hamburger,50,68,49,INJURED,Grunt Auto Gruppe,Bingo Hazmat,68,
3,9,Grunt Auto Gruppe,Barry Biceps,72,73,48,INJURED,Port Miggins Pirates,Pat Duplicitous,72,
3,9,Sportsball Union,Candy Wick,80,66,45,INJURED,Shady Palms,Jovial Impairment,65,
3,9,Sportsball Union,Java Tea,80,65,51,SEASON ENDING INJURY,Shady Palms,Jovial Impairment,63,
3,9,Shady Palms,Polly Babylon,69,70,34,INJURED,Sportsball Union,Jerp Cortex,69,
3,9,Sportsball Union,Spangles Hunkerdome,93,74,52,INJURED,Shady Palms,JJJ Schweitzer,75,
3,9,Steggonauts,Jack Flipacoin,79,72,36,SEASON ENDING INJURY,Picks Creek Miners,Rosemary Busted,70,
3,9,Steggonauts,Carlton Wonder,59,71,21,INJURED,Picks Creek Miners,Crank Virtue,68,
3,9,Picks Creek Miners,Claudia Dystopia,66,60,50,INJURED,Steggonauts,Hugo Blowfish,59,
3,9,Picks Creek Miners,Stentorian Pizzabox,70,69,48,INJURED,Steggonauts,Painful Grinding,67,
3,9,Picks Creek Miners,John Splinter,70,64,58,INJURED,Steggonauts,Painful Grinding,63,
3,9,Sunshine Funbus,Colt Rhombus,40,66,33,INJURED,Red Star Pathfinders,Hildigard Weasel,64,
3,9,Red Star Pathfinders,Tandy Appleseed,60,74,62,INJURED,Sunshine Funbus,Fritz Beermat,72,
3,9,Kernal Space Agency,Rock Hanz,50,95,57,INJURED,Eduslum Marching Band,Linn Mephisto,93,
3,9,Bulldozer Power,Jim Drunken,93,62,46,INJURED,LingoBlend Allstars,Ulysses Failure,60,
3,9,Failurewood Hills,Fromage Demijohn,65,64,53,INJURED,Fire Chefs,Kim Freightmaster,63,
