Season,Week,Victim Team,Victim,SR0,SR1,DUR,Type,Offender Team,Offender,BRU,Bounty
5,3,LingoBlend Allstars,Richard Soliloquy,56,58,16,INJURED,Grunt Auto Gruppe,Anna Linguistic,78,
5,3,LingoBlend Allstars,Jon The Plum,76,75,57,INJURED,Grunt Auto Gruppe,Anna Linguistic,78,
5,3,LingoBlend Allstars,Eric Powerpoint,64,62,63,INJURED,Grunt Auto Gruppe,Anna Linguistic,78,
5,3,Grunt Auto Gruppe,Barry Biceps,79,76,60,INJURED,LingoBlend Allstars,Lothario Henderson,98,
5,3,Sportsball Union,Randolf Four-Bears,21,45,,KILLED,Sunshine Funbus,Manso Kettlechip,51,
5,3,Sportsball Union,Lowgrade Mo,69,68,38,INJURED,Sunshine Funbus,Manso Kettlechip,51,
5,3,Sportsball Union,Myra Sacrifice,79,78,20,INJURED,Sunshine Funbus,Tongo Coriander,76,
5,3,Sportsball Union,Chit Paragraph,64,62,36,SEASON ENDING INJURY,Sunshine Funbus,John Decaro,48,
5,3,Failurewood Hills,Emanuel Weather-Cone,73,74,37,INJURED,Eduslum Marching Band,Mokka Badsun,80,BOUNTY COLLECTED
5,3,Failurewood Hills,Erknot Blabber,62,62,63,INJURED,Eduslum Marching Band,Gus Hitman Resume,105,
5,3,Cheerio Inc,Trenton Trinity,63,68,57,INJURED,Vuvu Boys,Alvin Government,55,
5,3,Cheerio Inc,Lyndon Gasoline,51,51,16,INJURED,Vuvu Boys,Thrudd Gum,64,
5,3,Ov City Axemen,Chunk Flunkerson,85,84,60,INJURED,Wizard Hole Wizards,Carl Detonator,77,
5,3,Stardozer HR,Danny Diet,70,69,47,INJURED,Peninsula Transport,Gabe Transistor,73,
5,3,Stardozer HR,Ostentacious Smack,74,73,64,INJURED,Peninsula Transport,Rhett Violin,69,
5,3,Peninsula Transport,Heidi Grert,52,50,45,INJURED,Stardozer HR,Ramsey Pothole,78,
5,3,Stardozer HR,John Baritone,77,77,42,INJURED,Peninsula Transport,Chet Vacant,41,
5,3,Stardozer HR,Engelbert Loudmouth,63,62,58,INJURED,Peninsula Transport,Randall Maroon,79,
5,3,Stardozer HR,David Onions,72,69,57,INJURED,Peninsula Transport,Rhett Violin,69,
5,3,Bumson Medics,Bingo Hazmat,86,84,59,INJURED,Budget Roadies,Henk Vengeance,58,
5,3,Bumson Medics,Gaz Sideboard,63,62,62,INJURED,Budget Roadies,Henk Vengeance,58,
5,3,Budget Roadies,Spiney Turtlewax,49,47,41,INJURED,Bumson Medics,Bambi Severe,74,
5,3,Bumson Medics,Bandit Joe,61,60,13,INJURED,Budget Roadies,Donna Baps,84,
5,3,Toymasters,Bubba Jiggles,65,63,46,INJURED,Blood Pit Bouncers,Clacton Express,42,
5,3,Toymasters,Scrag Vitamins,48,47,62,INJURED,Blood Pit Bouncers,Mark Disneyland,61,
5,4,Sportsball Union,Christa Lemonade,60,59,77,INJURED,Wizard Hole Wizards,Manfred Textures,78,
5,4,Toymasters,Klepp Bossmang,79,78,39,INJURED,Port Miggins Pirates,Anthony Go,64,
5,4,Port Miggins Pirates,Angie Railroad,70,68,65,INJURED,Toymasters,Turk Ramjet,64,
5,4,Bumson Medics,Mutant Lipbalm,64,63,44,INJURED,Red Star Pathfinders,Frogg Plotz,46,
5,4,Ov City Axemen,Jetson Flange,75,69,57,SEASON ENDING INJURY,Grunt Auto Gruppe,Anna Linguistic,78,
5,4,Ov City Axemen,Wheelspin Gold,72,70,56,INJURED,Grunt Auto Gruppe,President Skroob,75,
5,4,Grunt Auto Gruppe,Barry Biceps,79,77,47,INJURED,Ov City Axemen,Pritshus Serenity,54,
5,4,Vuvu Boys,Stench Vosene,61,60,61,INJURED,Kernal Space Agency,Santino Bananas,80,
5,4,Vuvu Boys,Bob Bobbobson,53,67,,KILLED,Kernal Space Agency,Charlie Choo Choo,70,
5,4,Blood Pit Bouncers,Mark Disneyland,66,65,34,INJURED,Wretched Minstrels,Ben Radical,74,
5,4,Wretched Minstrels,Crash Zodiac,69,67,51,INJURED,Blood Pit Bouncers,Glenda Bastard,60,
5,4,Fire Chefs,Disco Collins,72,70,38,INJURED,Volcamoose Saints,Erlan Dickburg,76,
5,4,Fire Chefs,Bessie Grapeshot,72,70,47,INJURED,Volcamoose Saints,Chris Biscuit,75,
5,4,Stardozer HR,Ramsey Pothole,64,63,66,INJURED,Nomads,Buck Dungeons,61,
5,4,Stardozer HR,Danny Diet,76,74,47,INJURED,Nomads,Buck Dungeons,61,
5,4,Failurewood Hills,Kirk McTwist,63,54,,KILLED,Urrgmelonflex,Gail Scarlet-Roid,75,
5,4,Urrgmelonflex,Flapjack Nope,108,107,66,INJURED,Failurewood Hills,Julio a la Carte,64,
5,4,Failurewood Hills,Amanda Pickle,56,54,39,INJURED,Urrgmelonflex,Gail Scarlet-Roid,75,
5,4,Eduslum Marching Band,Bikebreaker Billy,72,70,49,INJURED,Picks Creek Miners,Tristram Lawnmower,65,
5,4,Eduslum Marching Band,Nomad Gunslinger,67,66,28,INJURED,Picks Creek Miners,Tristram Lawnmower,65,
5,4,Picks Creek Miners,Gertrude Smooth,60,59,31,INJURED,Eduslum Marching Band,Gus Hitman Resume,90,
5,4,Picks Creek Miners,Kino Biography,63,62,11,INJURED,Eduslum Marching Band,Gus Hitman Resume,90,
5,4,Eduslum Marching Band,Faith Breather,56,54,36,INJURED,Picks Creek Miners,Pamela Mustard,54,
5,4,Bongolia Sea Raiders,Muzz Muzzio,69,68,55,INJURED,Steggonauts,Helmut Cenobite,86,
5,4,Bongolia Sea Raiders,Vera Contagion,72,71,50,INJURED,Steggonauts,Ulysses Failure,93,
5,4,Peninsula Transport,MC Kaiser Extreme,63,62,63,INJURED,Shady Palms,Trevor Fangs,97,
5,4,Peninsula Transport,Randall Maroon,68,66,73,INJURED,Shady Palms,Bork Tesla,81,
5,4,Beekeepers,Corina Very,65,63,76,INJURED,LingoBlend Allstars,Lothario Henderson,98,
5,4,LingoBlend Allstars,Anne-Marie Ganymede,60,50,,KILLED,Beekeepers,Hippy Impact,79,
5,4,Grazer Ridge,K C Jones,68,66,73,INJURED,Sunshine Funbus,Cynthia Wrestling-Mask,74,
